# FEAT_ID     Feature Postfix Expression (RPN)
0             42|39|mult|8|sp|div
1             42|41|mult|8|sp|div
2             1|cb|40|2|mult|mult
3             40|7|div|5|exp:2.6500548756133e+00,0.0000000000000e+00|div
4             40|20|mult|8|sp|div
5             1|cb|3|4|div|mult
6             39|sq|8|sp|div
7             30|5|mult|exp:2.7103622561723e+00,0.0000000000000e+00,-1.8873336421675e+00,-5.9185581051048e+00
8             41|39|mult|8|sp|div
9             41|sq|8|sp|div
10            40|19|mult|8|sp|div
11            1|cb|42|2|mult|mult
12            2|3|div|cb
13            2|0|div|1|sq|mult
14            1|0|mult|cb
15            1|cb|39|2|mult|mult
16            1|cb|41|2|mult|mult
17            6|2|mult|1|cb|mult
18            36|8|mult|exp:7.2049847003807e-01,0.0000000000000e+00,-2.0435810299948e+00,-1.8010817670050e+01
19            15|5|mult|exp:1.7798142170877e+01,0.0000000000000e+00,-2.6767557112699e+00,-3.1647584100792e+00
20            1|cb|38|2|mult|mult
21            38|37|sub|7|cb|div
22            1|cb|38|37|sub|mult
23            26|5|div|exp:2.9924269903776e-01,0.0000000000000e+00,-3.6398970880986e+00,-2.9045679714537e+00
24            1|cb|3|5|div|mult
25            1|cb|37|2|mult|mult
26            20|2|mult|1|cb|mult
27            19|2|mult|1|cb|mult
28            1|cb|3|26|div|mult
29            1|cb|3|25|div|mult
#-----------------------------------------------------------------------
30            4|3|mult|41|37|abd|mult
31            41|37|abd|31|3|mult|mult
32            2|1|mult|42|38|sub|mult
33            5|2|mult|41|37|abd|mult
34            41|37|abd|29|3|abd|mult
35            3|0|add|41|37|abd|mult
36            25|2|mult|41|37|abd|mult
37            41|37|abd|28|3|sub|mult
38            3|19|div|41|37|abd|mult
39            3|14|div|41|37|abd|mult
40            2|1|mult|41|37|abd|mult
41            3|5|div|41|37|abd|mult
42            2|1|mult|40|38|sub|mult
43            37|3|mult|41|3|mult|abd
44            41|37|abd|30|3|abd|mult
45            3|4|div|41|37|abd|mult
46            41|37|abd|30|3|sub|mult
47            3|20|div|41|37|abd|mult
48            26|2|mult|41|37|abd|mult
49            41|37|abd|28|3|abd|mult
50            41|37|abd|27|3|add|mult
51            41|37|abd|28|3|add|mult
52            41|37|abd|29|3|sub|mult
53            41|37|abd|30|3|add|mult
54            25|3|mult|41|37|abd|mult
55            26|3|mult|41|37|abd|mult
56            3|1|mult|41|37|abd|mult
57            2|0|div|41|37|abd|mult
58            27|3|abd|41|37|abd|mult
59            41|37|abd|29|3|add|mult
#-----------------------------------------------------------------------
60            0|sin|30|28|add|add
61            0|sin|28|5|mult|mult
62            0|sin|29|sq|add
63            26|sin|30|0|mult|abd
64            0|sin|30|29|mult|add
65            0|sin|28|27|mult|add
66            0|sin|30|4|div|mult
67            0|sin|29|28|add|add
68            28|0|mult|29|cos|abd
69            0|sin|29|26|add|add
70            0|sin|29|28|mult|add
71            28|cos|29|0|mult|abd
72            25|sin|28|0|mult|abd
73            30|cos|29|0|mult|abd
74            29|exp:7.9390009776188e-01,0.0000000000000e+00|0|sin|add
75            0|sin|30|28|mult|add
76            26|sin|29|0|mult|abd
77            28|exp:6.0333840079446e-01,0.0000000000000e+00|0|sin|add
78            0|sin|29|exp|add
79            0|sin|30|26|add|add
80            25|sin|29|0|mult|abd
81            0|sin|30|exp|add
82            29|0|mult|29|cos|abd
83            0|sin|28|sin|add
84            26|sin|28|0|mult|abd
85            0|sin|28|sq|add
86            0|sin|28|26|add|add
87            0|sin|28|abs|add
88            0|sin|28|4|div|mult
89            0|sin|28|exp|add
#-----------------------------------------------------------------------
90            25|10|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
91            10|14|div|4|sp|div
92            9|4|div|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
93            19|10|mult|4|sp|div
94            20|10|mult|4|sp|div
95            12|14|div|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
96            26|10|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
97            11|14|div|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
98            10|14|div|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
99            19|10|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
100           20|10|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
101           5|1|mult|26|3|abd|div
102           12|4|div|4|sp|div
103           5|4|div|26|3|abd|div
104           11|4|div|4|sp|div
105           10|4|div|4|sp|div
106           12|4|div|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
107           11|4|div|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
108           8|1|mult|26|3|abd|div
109           10|4|div|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
110           33|24|abd|32|23|abd|abd
111           7|5|mult|26|3|abd|div
112           32|8|div|2|1|add|div
113           33|22|abd|32|23|abd|abd
114           5|sq|25|3|abd|div
115           8|5|mult|26|3|abd|div
116           5|sq|26|3|abd|div
117           33|22|abd|31|23|abd|abd
118           33|24|abd|31|23|abd|abd
119           33|22|abd|31|24|abd|abd
#-----------------------------------------------------------------------
120           27|9|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
121           29|9|mult|4|sp|div
122           27|11|mult|4|sp|div
123           28|9|mult|4|sp|div
124           27|12|mult|4|sp|div
125           30|9|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
126           30|11|mult|4|sp|div
127           29|9|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
128           30|12|mult|4|sp|div
129           28|11|mult|4|sp|div
130           29|11|mult|4|sp|div
131           27|11|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
132           28|9|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
133           29|12|mult|4|sp|div
134           28|12|mult|4|sp|div
135           27|10|mult|4|sp|div
136           27|12|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
137           30|10|mult|4|sp|div
138           28|10|mult|4|sp|div
139           30|11|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
140           29|10|mult|4|sp|div
141           29|11|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
142           28|11|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
143           30|12|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
144           29|12|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
145           28|12|mult|4|exp:1.6208273020943e+00,0.0000000000000e+00|div
