# c0 + a0 * ((((EA_mean+7.029196e+00) / (density-2.715766e+00))+1.600635e+01) * (((PE_wtd_std-4.825378e-01) * (lambda4w_low-3.387988e-02))+1.687363e-02))
# Property Label: $Tc_{exp}$; Unit of the Property: K
# RMSE: 2.14384094627125; Max AE: 6.21736884790475
# Coefficients
# Task   a0                      c0
# all , -7.392391238736917e+00,  6.441219781608898e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; cm^3 * eV^2 * g^-1;                               31|5|div|30|2|mult|mult:1.6006349297583e+01,1.6873629522943e-02,-4.8253775624442e-01,-3.3879881332619e-02,7.0291958411288e+00,-2.7157655776937e+00; ((((EA_mean+7.029196e+00) / (density-2.715766e+00))+1.600635e+01) * (((PE_wtd_std-4.825378e-01) * (lambda4w_low-3.387988e-02))+1.687363e-02)); $\left(\left(\left(\frac{ EA_{mean} +7.029e+00 }{ density-2.716e+00 } \right)+1.601e+01\right) * \left(\left(\left(PE_{wtd, std}-4.825e-01\right) * \left(lambda4w_{low}-3.388e-02\right)\right)+1.687e-02\right)\right)$; ((((EA_mean+7.029196e+00) ./ (density-2.715766e+00))+1.600635e+01) .* (((PE_wtd_std-4.825378e-01) .* (lambda4w_low-3.387988e-02))+1.687363e-02)); ((((newdata$EA_mean+7.029196e+00) / (newdata$density-2.715766e+00))+1.600635e+01) * (((newdata$PE_wtd_std-4.825378e-01) * (newdata$lambda4w_low-3.387988e-02))+1.687363e-02)); EA_mean,density,PE_wtd_std,lambda4w_low
# Number of Samples Per Task
# Task, n_samples               
# all , 80                    

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
C8Cs1       ,  6.750000000000000e-02,  1.976071759185340e+00,  6.040194408306891e-01
Se2Ta1      ,  1.250000000000000e-01,  1.012603520496044e+00,  7.343518606897219e-01
Ti1         ,  1.620000000000000e-01,  1.769056142224808e+00,  6.320233180978646e-01
B1Mo1       ,  2.500000000000000e-01,  2.641082409364319e+00,  5.140606401256814e-01
Al1Hf1Ni2   ,  3.700000000000000e-01,  3.366794315368848e+00,  4.158905240471762e-01
Pt1Te1      ,  5.900000000000000e-01,  2.828003543390954e+00,  4.887750284758071e-01
Sb1V3       ,  6.500000000000000e-01,  2.992822455561789e+00,  4.664792777710600e-01
Al1Ni2Zr1   ,  6.899999999999999e-01,  3.321264838798494e+00,  4.220494887312657e-01
Rh1Te2      ,  7.550000000000000e-01,  2.544103637428069e+00,  5.271793683969979e-01
Zr1         ,  9.966666670000000e-01,  2.239252330199438e+00,  5.684178928992155e-01
Be2Ta3      ,  1.000000000000000e+00,  2.506788715364770e+00,  5.322271155816659e-01
C1Si1       ,  1.075000000000000e+00,  2.919174859288107e+00,  4.764418993227659e-01
Nb3Sb1      ,  1.100000000000000e+00,  3.181106130587351e+00,  4.410093494427357e-01
Nb1O1       ,  1.380000000000000e+00,  6.072156842620601e+00,  4.992470326169531e-02
Sb1         ,  1.416666667000000e+00,  2.924214831741318e+00,  4.757601209522163e-01
Sb1Sn1      ,  1.430000000000000e+00,  2.499830460366217e+00,  5.331683881379791e-01
S2Ta1       ,  1.488116666500000e+00,  3.612671674000359e+00,  3.826296547707926e-01
B2C2Y1      ,  1.800000000000000e+00,  3.927748549494658e+00,  3.400078744403277e-01
Re2Y1       ,  1.830000000000000e+00,  3.711647443406486e+00,  3.692407842132546e-01
S1Y1        ,  1.900000000000000e+00,  4.858520761989518e+00,  2.140983842042705e-01
Ga2Pt1      ,  1.900000000000000e+00,  3.297079580542470e+00,  4.253211308122868e-01
Mo0.5Rh0.5  ,  1.940000000000000e+00,  2.675437372524656e+00,  5.094132990893584e-01
Pd2Sc1Sn1   ,  2.122500000000000e+00,  4.712422464734919e+00,  2.338617182238538e-01
Be2Nb1      ,  2.150000000000000e+00,  1.987683917922304e+00,  6.024486150502414e-01
In1Te1      ,  2.206000000000000e+00,  2.915561921816402e+00,  4.769306366413176e-01
C2Cl2Y2     ,  2.300000000000000e+00,  3.718156084506046e+00,  3.683603328289374e-01
Be2Nb3      ,  2.300000000000000e+00,  2.206054560644133e+00,  5.729086954667724e-01
Pb1Pd2Sc1   ,  2.400000000000000e+00,  4.935421273162913e+00,  2.036957271086303e-01
As1Pt1Sr1   ,  2.425000000000000e+00,  4.766608202657916e+00,  2.265317844888726e-01
Bi1Nb3      ,  2.516666667000000e+00,  3.151090238298909e+00,  4.450697260271290e-01
Re1         ,  2.581333333000000e+00,  2.703450860909816e+00,  5.056237961422786e-01
Hf1In1Pd2   ,  2.630000000000000e+00,  3.908161592254238e+00,  3.426574849124821e-01
Nb3Rh1      ,  2.742333333000000e+00,  3.541548428898951e+00,  3.922507966725787e-01
Ga1Ni2Zr1   ,  2.870000000000000e+00,  3.717605431112708e+00,  3.684348220402838e-01
N1Ni3Zn1    ,  3.000000000000000e+00,  4.237597681479401e+00,  2.980932730646456e-01
B1Hf1       ,  3.100000000000000e+00,  3.882636502487380e+00,  3.461103716635381e-01
Pt0.25V0.75 ,  3.102500000000000e+00,  4.003100215300522e+00,  3.298147362023224e-01
C2Y1        ,  3.150000000000000e+00,  4.610852787800892e+00,  2.476014776134531e-01
Pb1Pd2Y1    ,  3.215000000000000e+00,  4.179682373842912e+00,  3.059277214543637e-01
In1Sb1      ,  3.320000000000000e+00,  3.532600535452369e+00,  3.934612160291320e-01
Bi2K1       ,  3.575000000000000e+00,  4.562946827470835e+00,  2.540819192977385e-01
Al1Hf1Pd2   ,  3.621666666500000e+00,  4.131730853598544e+00,  3.124143262207750e-01
Hg0.5In0.5  ,  3.810000000000000e+00,  4.285172708654631e+00,  2.916575981065978e-01
C1W2        ,  3.835000000000000e+00,  2.955443642111312e+00,  4.715356678136498e-01
C1Ga1Mo2    ,  3.900000000000000e+00,  3.568537882513492e+00,  3.885998192360609e-01
Ba1Ge3      ,  4.000000000000000e+00,  4.161674211138834e+00,  3.083637617182654e-01
Bi2Rb1      ,  4.250000000000000e+00,  4.616236105420010e+00,  2.468732534914790e-01
Ba1Sn3      ,  4.300000000000000e+00,  4.118702173141419e+00,  3.141767708799338e-01
Rh1Se2      ,  4.350000000000000e+00,  2.940691840595939e+00,  4.735312063395427e-01
Al1Au2Sc1   ,  4.400000000000000e+00,  5.249848073682562e+00,  1.611618851669296e-01
B2Nb1       ,  4.597500000000000e+00,  3.308198590908286e+00,  4.238170152958419e-01
Pb3Y1       ,  4.720000000000000e+00,  4.322633060520834e+00,  2.865901780179658e-01
Bi2Cs1      ,  4.750000000000000e+00,  4.688789559841419e+00,  2.370586411315133e-01
Al1Si1Sr1   ,  4.750000000000000e+00,  2.265511424913010e+00,  5.648657141974212e-01
Pd2Sn1Y1    ,  4.814444444333330e+00,  4.015226709358367e+00,  3.281743341096544e-01
Br2C2Y2     ,  5.050000000000000e+00,  5.010707677773417e+00,  1.935114170282879e-01
Ir1Mo1      ,  5.325000000000000e+00,  2.548566487592784e+00,  5.265756597970892e-01
N1Ti1       ,  5.387500000000000e+00,  5.094906771180806e+00,  1.821214498731166e-01
Ga1         ,  5.527454545000000e+00,  3.231755054917464e+00,  4.341578554275505e-01
B6Y1        ,  5.692857143000000e+00,  3.723418259757139e+00,  3.676484961469828e-01
Bi3Sr1      ,  5.700000000000000e+00,  4.232190637655634e+00,  2.988247067305794e-01
Ba1Bi3      ,  5.745000000000000e+00,  4.329655123581364e+00,  2.856402738754830e-01
Nb1S2       ,  5.821818182000000e+00,  4.165667863176957e+00,  3.078235235315748e-01
C1Mo2       ,  6.021666667000000e+00,  3.045818619009887e+00,  4.593102628019398e-01
Rh2Sr1      ,  6.200000000000000e+00,  4.759044385051339e+00,  2.275549740580262e-01
Pb1         ,  6.470100000000000e+00,  2.490438380679973e+00,  5.344388944441157e-01
Sn1Ta3      ,  6.692500000000000e+00,  6.410107241265398e+00,  4.208724800774421e-03
Ag1B2       ,  6.700000000000000e+00,  2.523574720962981e+00,  5.299564016737967e-01
Nb1Se2      ,  6.814619048000000e+00,  5.298243940411586e+00,  1.546151717739175e-01
Li1Pb1      ,  7.200000000000000e+00,  5.060445154497866e+00,  1.867832183821151e-01
Tc1         ,  7.794166667000000e+00,  3.930579486846428e+00,  3.396249215824032e-01
P1Ru1Zr1    ,  8.496153846000000e+00,  4.269775059255420e+00,  2.937405032048190e-01
C1Ta1       ,  8.637499999999999e+00,  4.508164515519842e+00,  2.614925541223577e-01
Hf1N1       ,  8.830000000000000e+00,  5.578862235364615e+00,  1.166547492407379e-01
N1Zr1       ,  9.850000000000000e+00,  5.512153082844092e+00,  1.256787781870090e-01
C2I2Y2      ,  9.917500000000000e+00,  3.700131152095247e+00,  3.707986416019291e-01
C1Mo1       ,  1.015200000000000e+01,  5.047543559940917e+00,  1.885284715945457e-01
C6Ca        ,  1.130300000000000e+01,  1.209596960844794e+01, -7.649419036708387e-01
Nb3Sn1      ,  1.670900000000000e+01,  1.736880705391485e+01, -1.478220905712380e+00
B2Mg0.98    ,  3.840000000000000e+01,  3.844319355949261e+01, -4.329042219815147e+00
