# c0 + a0 * (((at_mass_wtd_std+1.187341e+00) / (at_mass_wtd_mean-1.516531e+01)) - (8.983925e+01*((EA_std-8.288828e-01) * (lambda4w_low-2.634343e-03))))
# Property Label: $Tc_{exp}$; Unit of the Property: K
# RMSE: 2.41076461133703; Max AE: 7.01777334773845
# Coefficients
# Task   a0                      c0
# all ,  6.613448829315627e-01,  3.186342553008991e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         12|8|div|35|2|mult|sub:8.9839247350466e+01,0.0000000000000e+00,-8.2888281032921e-01,-2.6343425087283e-03,1.1873405790591e+00,-1.5165307428464e+01; (((at_mass_wtd_std+1.187341e+00) / (at_mass_wtd_mean-1.516531e+01)) - (8.983925e+01*((EA_std-8.288828e-01) * (lambda4w_low-2.634343e-03)))); $\left(\left(\frac{ at_{mass, wtd, std} +1.187e+00 }{ at_{mass, wtd, mean}-1.517e+01 } \right) - \left(8.984e+01\left(\left(EA_{std}-8.289e-01\right) * \left(lambda4w_{low}-2.634e-03\right)\right)\right)\right)$; (((at_mass_wtd_std+1.187341e+00) ./ (at_mass_wtd_mean-1.516531e+01)) - (8.983925e+01.*((EA_std-8.288828e-01) .* (lambda4w_low-2.634343e-03)))); (((newdata$at_mass_wtd_std+1.187341e+00) / (newdata$at_mass_wtd_mean-1.516531e+01)) - (8.983925e+01*((newdata$EA_std-8.288828e-01) * (newdata$lambda4w_low-2.634343e-03)))); at_mass_wtd_std,at_mass_wtd_mean,EA_std,lambda4w_low
# Number of Samples Per Task
# Task, n_samples               
# all , 80                    

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
C8Cs1       ,  6.750000000000000e-02,  5.666623776507941e+00,  3.750359740449697e+00
Se2Ta1      ,  1.250000000000000e-01,  9.821781917583000e-01, -3.332851615151579e+00
Ti1         ,  1.620000000000000e-01,  3.140701493858542e+00, -6.901249307038471e-02
B1Mo1       ,  2.500000000000000e-01,  3.968157354907886e+00,  1.182158994613102e+00
Al1Hf1Ni2   ,  3.700000000000000e-01,  3.755322248274242e+00,  8.603373367661338e-01
Pt1Te1      ,  5.900000000000000e-01,  3.377171211190205e+00,  2.885463592540742e-01
Sb1V3       ,  6.500000000000000e-01,  3.540751363972129e+00,  5.358910609425743e-01
Al1Ni2Zr1   ,  6.899999999999999e-01,  3.629758985009191e+00,  6.704768471703523e-01
Rh1Te2      ,  7.550000000000000e-01,  3.206474598987894e+00,  3.044107015641041e-02
Zr1         ,  9.966666670000000e-01,  3.208765080158058e+00,  3.390443886051442e-02
Be2Ta3      ,  1.000000000000000e+00,  3.676041796480479e+00,  7.404597149081784e-01
C1Si1       ,  1.075000000000000e+00,  4.552832571546124e+00,  2.066229064145553e+00
Nb3Sb1      ,  1.100000000000000e+00,  3.333127073197732e+00,  2.219485233454665e-01
Sb1         ,  1.416666667000000e+00,  3.738668954256664e+00,  8.351563843653851e-01
Sb1Sn1      ,  1.430000000000000e+00,  3.277196869347694e+00,  1.373781194706918e-01
S2Ta1       ,  1.488116666500000e+00,  3.305504518393438e+00,  1.801812767587080e-01
B2C2Y1      ,  1.800000000000000e+00,  4.975973151962051e+00,  2.706047396964972e+00
Re2Y1       ,  1.830000000000000e+00,  3.342007563272880e+00,  2.353764492345778e-01
S1Y1        ,  1.900000000000000e+00,  3.615602674290625e+00,  6.490715092235093e-01
Ga2Pt1      ,  1.900000000000000e+00,  3.599005990396081e+00,  6.239761553122862e-01
Mo0.5Rh0.5  ,  1.940000000000000e+00,  3.217525566045484e+00,  4.715090997342831e-02
Pd2Sc1Sn1   ,  2.122500000000000e+00,  3.232872721313877e+00,  7.035688867604240e-02
Be2Nb1      ,  2.150000000000000e+00,  4.392975979704930e+00,  1.824514648616105e+00
In1Te1      ,  2.206000000000000e+00,  3.233142896842166e+00,  7.076541308631826e-02
C2Cl2Y2     ,  2.300000000000000e+00,  3.049793759956962e+00, -2.064713836549934e-01
Be2Nb3      ,  2.300000000000000e+00,  3.777399073839972e+00,  8.937190505065792e-01
Pb1Pd2Sc1   ,  2.400000000000000e+00,  3.358227464407449e+00,  2.599020810995605e-01
As1Pt1Sr1   ,  2.425000000000000e+00,  3.536898375952713e+00,  5.300650719331238e-01
Bi1Nb3      ,  2.516666667000000e+00,  3.514857663463580e+00,  4.967379637056704e-01
Re1         ,  2.581333333000000e+00,  3.303989675337365e+00,  1.778907274626163e-01
Hf1In1Pd2   ,  2.630000000000000e+00,  3.349998805059634e+00,  2.474597691376998e-01
Nb3Rh1      ,  2.742333333000000e+00,  3.216092683412219e+00,  4.498429060394857e-02
Ga1Ni2Zr1   ,  2.870000000000000e+00,  3.717287462530529e+00,  8.028260643191232e-01
N1Ni3Zn1    ,  3.000000000000000e+00,  5.002143749550235e+00,  2.745619182070767e+00
B1Hf1       ,  3.100000000000000e+00,  3.828809069104905e+00,  9.714545809261192e-01
Pt0.25V0.75 ,  3.102500000000000e+00,  3.802829900273910e+00,  9.321722495715065e-01
C2Y1        ,  3.150000000000000e+00,  4.285858671568371e+00,  1.662545741165370e+00
Pb1Pd2Y1    ,  3.215000000000000e+00,  3.378424118495653e+00,  2.904408432635281e-01
