# FEAT_ID     Feature Postfix Expression (RPN)
0             1|20|div
1             1|13|div
2             1|26|div
3             42|7|div
4             41|7|div
5             1|14|div
6             40|7|div
7             1|13|mult:-1.0269111114401e-02,-1.3287524837236e+00
8             14|7|div
9             1|36|mult:-9.6110960226664e-03,-5.7578544350495e-01
10            1|25|div
11            1|4|div
12            1|34|mult:-9.5937700148939e-03,-5.3783710752809e-01
13            7|inv
14            1|exp:8.3435217917359e+00,0.0000000000000e+00
15            22|1|mult:-2.4108274326553e+00,-1.1399357147100e-02
16            13|7|div
17            1|22|mult:-1.1883612397538e-02,-2.3809324669790e+00
18            1|4|mult:-1.4211009360158e-02,-4.2711153937415e+00
19            23|1|mult:-2.4873928533301e+00,-1.0923777741243e-02
20            1|24|mult:-1.1982462088726e-02,-2.4242695946379e+00
21            1|21|mult:-1.3858253148675e-02,-5.1737421238340e+00
22            5|1|mult:-1.0777522559413e+01,-1.6088662437015e-02
23            1|0|mult
24            2|3|div
25            1|5|div
26            1|sq
27            1|8|div
28            1|7|div
29            1|cb
#-----------------------------------------------------------------------
30            24|3|div
31            23|3|div
32            25|0|abd
33            2|11|mult:-5.3129734599254e-02,-4.7796815130651e+01
34            21|3|div
35            0|cbrt
36            2|32|mult:8.1388516369402e-03,-1.4377642919406e+00
37            32|2|mult:-1.4377631995725e+00,8.1336661631888e-03
38            0|1|mult:-4.4435824759461e-01,4.9000101376225e-03
39            0|3|div
40            1|3|div
41            3|log
42            27|3|mult:-9.9785695457100e-01,-3.5251822815915e+00
43            2|3|mult:3.1512623275543e-02,-9.3340191850292e+01
44            3|2|mult:-9.3295306135703e+01,3.0546568801040e-02
45            0|cos
46            0|nexp
47            0|inv
48            26|0|div
49            3|nexp
50            25|0|div
51            33|0|mult:-2.2613678839370e+00,-9.2065522767392e-01
52            19|0|div
53            20|0|div
54            36|3|mult:-7.8651915142955e-01,-3.8858046676498e-01
55            3|36|mult:-3.8926359982451e-01,-7.8651710943098e-01
56            2|0|sub:4.6340746461062e-01,0.0000000000000e+00
57            35|3|mult:-8.3409026693557e-01,-4.8816001553089e-01
58            33|3|mult:-1.6494695934204e+00,-2.0206325617053e+00
59            0|3|mult:-9.1830264230080e+00,1.0117480696107e+02
#-----------------------------------------------------------------------
60            11|3|mult
61            10|3|mult
62            3|cb
63            2|sp
64            8|3|sub:1.8030645475406e+00,0.0000000000000e+00
65            3|38|div
66            28|8|mult
67            19|3|div
68            30|8|add:3.6344123811281e-03,0.0000000000000e+00
69            8|28|mult:5.7901565750665e+02,1.4100658532324e+00
70            28|8|mult:1.4982270147016e+00,6.0970304843172e+02
71            17|3|mult:-2.3955624242949e-01,-2.4343359028457e+00
72            3|1|div
73            20|3|div
74            28|8|add:3.1802739586050e-03,0.0000000000000e+00
75            31|7|div
76            4|9|mult:-5.0198328446545e+00,-6.1732375044505e+01
77            8|30|mult:2.8486769151549e+02,1.4794417284456e+00
78            30|8|mult:1.5684099340030e+00,2.9955960984116e+02
79            1|0|div
80            31|8|div
81            0|sin
82            14|2|sub:4.5237820536210e-01,0.0000000000000e+00
83            32|1|mult
84            31|1|mult
85            0|38|mult:-6.0082044767532e-01,-3.6581853813863e+01
86            38|0|mult:-3.6580202444918e+01,-6.0085983953097e-01
87            2|18|mult:-3.4968567367230e-02,-2.2731932692412e-01
88            18|2|mult:-2.2999116282686e-01,-2.5653427092585e-02
89            2|16|mult:-2.4317630851124e-02,-2.1755422882487e-01
#-----------------------------------------------------------------------
90            11|6|div
91            5|18|mult:1.2921456417213e+02,1.3235584605384e+00
92            18|5|mult
93            16|11|mult
94            24|12|mult
95            16|sq
96            18|12|mult
97            21|10|mult
98            10|22|mult:9.0173843988396e+00,-2.3126503499388e-01
99            8|1|mult
100           17|10|mult
101           5|15|mult:6.0588312420346e+01,3.6546795050811e+00
102           15|5|mult:3.2297829972293e+00,5.3235159871809e+01
103           12|6|div
104           15|10|mult
105           16|sp
106           16|5|mult:1.2231895843985e+00,1.3313211765693e+02
107           22|12|mult
108           23|10|mult
109           5|16|mult:1.2567504452612e+02,1.1889812886858e+00
110           16|5|mult
111           16|cb
112           10|6|div
113           16|12|mult
114           24|10|mult
115           22|10|mult
116           18|10|mult
117           16|10|mult
118           18|5|add:3.7858451866930e-02,0.0000000000000e+00
119           16|5|add:4.0875531153036e-02,0.0000000000000e+00
#-----------------------------------------------------------------------
120           21|3|mult
121           31|37|div
122           15|3|add:1.4834066390590e-01,0.0000000000000e+00
123           3|27|mult:6.5868069968194e+01,9.6898887959342e+00
124           3|35|mult:8.0604545999377e+01,1.1157398449765e+01
125           24|2|mult
126           23|2|mult
127           36|2|add
128           32|38|div
129           31|2|add
130           42|37|abd
131           32|37|div
132           21|2|mult
133           26|32|mult:-1.7400240765454e+00,-1.0636361639577e+00
134           31|38|div
135           33|2|add:9.4672481227846e+00,0.0000000000000e+00
136           32|26|sub:1.6896858352358e+00,0.0000000000000e+00
137           5|4|mult:-1.1182184259454e+01,-4.6548236880258e+00
138           35|2|add:3.9635785466198e+00,0.0000000000000e+00
139           34|0|mult
140           41|37|abd
141           35|34|sub:1.2033443871794e+00,0.0000000000000e+00
142           37|32|sub:8.4609619342611e+01,0.0000000000000e+00
143           34|2|add
144           36|2|add:3.2838393947631e+00,0.0000000000000e+00
145           37|4|mult
146           32|2|add
147           5|3|mult:-2.7382497624693e+01,9.8974677106831e+01
148           34|2|add:2.3333831231639e+00,0.0000000000000e+00
149           5|2|sub:8.9133443023847e+00,0.0000000000000e+00
#-----------------------------------------------------------------------
