# FEAT_ID     Score                   Feature Expression
0             0.687431415001153567    (((lambda+1.089072e+01) * (wtd_mean_IP+2.060855e+00)) + 1.577586e-02*((wtd_range_at_rad-2.117411e+04) / (mean_at_mass-1.904588e+01)))
1             0.687447762301459653    (((wtd_mean_IP+2.077881e+00) * (lambda+1.092255e+01)) + 2.817503e-01*((wtd_range_at_rad-1.186664e+03) / (mean_at_mass-1.904421e+01)))
2             0.687463462665715674    (((wtd_mean_IP+1.898135e+00) * (lambda+1.066885e+01)) + 1.718456e-02*((wtd_range_PE-1.897177e+04) / (mean_at_mass-1.903723e+01)))
3             0.687471046717576417    (((wtd_mean_IP+2.064809e+00) * (lambda+1.088720e+01)) + 2.593715e-01*((std_EA-1.283913e+03) / (mean_at_mass-1.904069e+01)))
4             0.687527785411670256    (((wtd_mean_IP+2.031254e+00) * (lambda+1.083493e+01)) + 4.890656e-03*((L_avg-6.768593e+04) / (mean_at_mass-1.903556e+01)))
5             0.687573473893210219    ((wtd_mean_IP + 1.351811e+00*lambda) - (7.207619e-07*((mean_IP+2.971275e+04) / (mean_at_rad-1.125569e+00))))
6             0.687574726015546922    (((lambda+1.100387e+01) * (wtd_mean_IP+2.150886e+00)) + 2.077772e-02*((wtd_range_PE-1.609858e+04) / (mean_at_mass-1.903217e+01)))
7             0.687584473825446074    (((wtd_mean_IP+2.054150e+00) * (lambda+1.088439e+01)) + 8.518387e-02*((wtd_range_EA-3.881250e+03) / (mean_at_mass-1.902918e+01)))
8             0.687670782414787962    (((wtd_mean_IP+2.415387e+00) * (lambda+1.130398e+01)) + 3.414490e-03*((wtd_range_IP-1.011286e+05) / (mean_at_mass-1.903249e+01)))
9             0.687681372105392485    (((wtd_mean_IP+2.134887e+00) * (lambda+1.088827e+01)) + 1.032741e-02*((density-3.220853e+04) / (mean_at_mass-1.902376e+01)))
10            0.687760376524412465    (((wtd_mean_IP+2.092188e+00) * (lambda+1.097610e+01)) + 3.424582e+01*((wtd_mean_at_rad-1.090632e+01) / (mean_at_mass-1.905840e+01)))
11            0.687870957008751449    (((wtd_mean_IP+6.709793e-01) * (lambda+8.971470e+00)) + 6.181324e-04*((wtd_std_ThermalCond-2.007911e+05) / (mean_at_mass-1.821278e+01)))
12            0.68799111101706778     (((wtd_mean_IP+1.958114e+00) * (lambda+1.043968e+01)) + 8.616347e-03*((wtd_range_at_mass-3.707679e+04) / (mean_at_mass-1.898756e+01)))
13            0.688011164948313381    (((wtd_mean_IP+2.121129e+00) * (lambda+1.091604e+01)) + 1.509213e-01*((wtd_std_at_rad-2.131851e+03) / (mean_at_mass-1.897895e+01)))
14            0.688374769673037012    (((wtd_mean_IP+2.220771e+00) * (lambda+1.132036e+01)) + 1.463403e+02*((mean_at_rad-3.499088e+00) / (mean_at_mass-1.907723e+01)))
