# c0 + a0 * (w_log / at_mass_mean)
# Property Label: $Tc_{exp}$; Unit of the Property: K
# RMSE: 3.90307715324541; Max AE: 14.3813696567741
# Coefficients
# Task   a0                      c0
# all ,  6.312461881547597e+03,  2.833398061897625e+00, 
# Feature Rung, Units, and Expressions
# 0;  1; eV * g^-1 * mol;                                  1|7|div; (w_log / at_mass_mean); $\left(\frac{ w_{log} }{ at_{mass, mean} } \right)$; (w_log ./ at_mass_mean); (newdata$w_log / newdata$at_mass_mean); w_log,at_mass_mean
# Number of Samples Per Task
# Task, n_samples               
# all , 80                    

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
C8Cs1       ,  6.750000000000000e-02,  5.114167942130698e+00,  3.613122618451215e-04
Se2Ta1      ,  1.250000000000000e-01,  3.057803329179175e+00,  3.554956394073842e-05
Ti1         ,  1.620000000000000e-01,  5.497273592164018e+00,  4.220026322936470e-04
B1Mo1       ,  2.500000000000000e-01,  6.274591770331137e+00,  5.451428892573131e-04
Al1Hf1Ni2   ,  3.700000000000000e-01,  3.619107927499504e+00,  1.244696412185305e-04
Pt1Te1      ,  5.900000000000000e-01,  3.133093479164391e+00,  4.747678843698479e-05
Sb1V3       ,  6.500000000000000e-01,  4.342234265327614e+00,  2.390250003474200e-04
Al1Ni2Zr1   ,  6.899999999999999e-01,  3.750844816019738e+00,  1.453389773020201e-04
Rh1Te2      ,  7.550000000000000e-01,  3.495574287966843e+00,  1.048998375744450e-04
Zr1         ,  9.966666670000000e-01,  3.715684012542555e+00,  1.397689153932165e-04
Be2Ta3      ,  1.000000000000000e+00,  3.882816603797357e+00,  1.662455253737629e-04
C1Si1       ,  1.075000000000000e+00,  1.545636965677410e+01,  1.999690743761254e-03
Nb3Sb1      ,  1.100000000000000e+00,  3.904949599369695e+00,  1.697517636667872e-04
Nb1O1       ,  1.380000000000000e+00,  5.733845903542806e+00,  4.594796604037618e-04
Sb1         ,  1.416666667000000e+00,  3.312431798637932e+00,  7.588699080157686e-05
Sb1Sn1      ,  1.430000000000000e+00,  3.244481161931040e+00,  6.512246849918909e-05
S2Ta1       ,  1.488116666500000e+00,  3.421930321157519e+00,  9.323339614616517e-05
B2C2Y1      ,  1.800000000000000e+00,  8.923396193172517e+00,  9.647580049674430e-04
Re2Y1       ,  1.830000000000000e+00,  3.460714231270738e+00,  9.937741900776699e-05
S1Y1        ,  1.900000000000000e+00,  4.327869569203651e+00,  2.367493911804238e-04
Ga2Pt1      ,  1.900000000000000e+00,  3.210991540180729e+00,  5.981714984875777e-05
Mo0.5Rh0.5  ,  1.940000000000000e+00,  3.960943104795942e+00,  1.786220755161032e-04
Pd2Sc1Sn1   ,  2.122500000000000e+00,  3.243314670039334e+00,  6.493767658858504e-05
Be2Nb1      ,  2.150000000000000e+00,  5.946316941931125e+00,  4.931386420143134e-04
In1Te1      ,  2.206000000000000e+00,  3.120354186998296e+00,  4.545867056076694e-05
C2Cl2Y2     ,  2.300000000000000e+00,  3.811032270636000e+00,  1.548736811538089e-04
Be2Nb3      ,  2.300000000000000e+00,  5.234049390789357e+00,  3.803034971045521e-04
Pb1Pd2Sc1   ,  2.400000000000000e+00,  2.954268115621852e+00,  1.914784690859691e-05
As1Pt1Sr1   ,  2.425000000000000e+00,  3.270261293317932e+00,  6.920647437053567e-05
Bi1Nb3      ,  2.516666667000000e+00,  3.430170302682476e+00,  9.453874763653131e-05
Re1         ,  2.581333333000000e+00,  3.311052435315410e+00,  7.566847648047603e-05
Hf1In1Pd2   ,  2.630000000000000e+00,  3.175453976878743e+00,  5.418740285482054e-05
Nb3Rh1      ,  2.742333333000000e+00,  3.947522351783550e+00,  1.764960027945200e-04
Ga1Ni2Zr1   ,  2.870000000000000e+00,  3.279159293917177e+00,  7.061606713580138e-05
N1Ni3Zn1    ,  3.000000000000000e+00,  4.292650939459267e+00,  2.311701686195187e-04
B1Hf1       ,  3.100000000000000e+00,  4.560098834897380e+00,  2.735384078986988e-04
Pt0.25V0.75 ,  3.102500000000000e+00,  3.937194212152629e+00,  1.748598519828831e-04
C2Y1        ,  3.150000000000000e+00,  5.659464613964583e+00,  4.476964146631971e-04
Pb1Pd2Y1    ,  3.215000000000000e+00,  3.136847199972829e+00,  4.807144086877391e-05
In1Sb1      ,  3.320000000000000e+00,  3.162124868196885e+00,  5.207584813465326e-05
Bi2K1       ,  3.575000000000000e+00,  3.091414319146904e+00,  4.087410935557572e-05
Al1Hf1Pd2   ,  3.621666666500000e+00,  3.082951682993314e+00,  3.953348563183840e-05
Hg0.5In0.5  ,  3.810000000000000e+00,  2.928262109703768e+00,  1.502805871722520e-05
C1W2        ,  3.835000000000000e+00,  4.060753520488207e+00,  1.944337219965403e-04
C1Ga1Mo2    ,  3.900000000000000e+00,  4.727310350449149e+00,  3.000275208136706e-04
Ba1Ge3      ,  4.000000000000000e+00,  3.427492313479522e+00,  9.411450916139972e-05
Bi2Rb1      ,  4.250000000000000e+00,  3.091943674645347e+00,  4.095796815874575e-05
Ba1Sn3      ,  4.300000000000000e+00,  3.264358562487196e+00,  6.827138265172613e-05
Rh1Se2      ,  4.350000000000000e+00,  3.817699610093984e+00,  1.559298997232189e-04
Al1Au2Sc1   ,  4.400000000000000e+00,  3.096082980701812e+00,  4.161370377095818e-05
B2Nb1       ,  4.597500000000000e+00,  6.556943174994193e+00,  5.898720947497720e-04
Pb3Y1       ,  4.720000000000000e+00,  3.094759989518676e+00,  4.140411974368621e-05
Bi2Cs1      ,  4.750000000000000e+00,  3.053484844174184e+00,  3.486544337319655e-05
Al1Si1Sr1   ,  4.750000000000000e+00,  4.366312465361602e+00,  2.428393917030926e-04
Pd2Sn1Y1    ,  4.814444444333330e+00,  3.126471954214883e+00,  4.642782765531828e-05
Br2C2Y2     ,  5.050000000000000e+00,  4.365602385971079e+00,  2.427269031995819e-04
Ir1Mo1      ,  5.325000000000000e+00,  3.659676095718206e+00,  1.308963205363557e-04
N1Ti1       ,  5.387500000000000e+00,  9.695368494502238e+00,  1.087051385238986e-03
Ga1         ,  5.527454545000000e+00,  3.396533797640866e+00,  8.921016020538416e-05
B6Y1        ,  5.692857143000000e+00,  3.484162107096721e+00,  1.030919564205831e-04
Ba1Bi3      ,  5.745000000000000e+00,  2.978127707696380e+00,  2.292760709127209e-05
Nb1S2       ,  5.821818182000000e+00,  4.204262472481096e+00,  2.171679506835109e-04
C1Mo2       ,  6.021666667000000e+00,  5.829397969368659e+00,  4.746167127327696e-04
Rh2Sr1      ,  6.200000000000000e+00,  3.283328319833652e+00,  7.127651087307953e-05
Pb1         ,  6.470100000000000e+00,  2.990295642447673e+00,  2.485521235521236e-05
Sn1Ta3      ,  6.692500000000000e+00,  3.159914372048696e+00,  5.172566841243578e-05
Ag1B2       ,  6.700000000000000e+00,  4.822677348999999e+00,  3.151352553775219e-04
