# FEAT_ID     Feature Postfix Expression (RPN)
0             32|2|abd|35|8|div|mult:-3.8099351738856e+01,-1.0295781660202e-02,-1.4467258398026e-01,-1.5296267226842e+01,4.0889589560240e+01,-3.7552877616961e+01
1             2|5|mult|27|7|div|mult:1.2807812111185e-01,4.5255122265727e-03,-1.5220721319169e+00,-1.7212356922819e+01,-3.2279237500046e-02,1.3195525294730e+00
2             2|14|mult|38|8|div|mult:-1.7592172638273e-03,-1.8420052014140e-01,-2.9318572728758e+00,-1.4989342290216e+01,5.6980949276293e-04,-6.4796839943990e-01
3             14|2|mult|38|8|div|mult:-1.7601564661036e-03,-1.8110214021742e-01,-3.2321525020302e+00,-1.4989245986931e+01,-6.4840947819750e-01,5.9422455673483e-04
4             38|8|div|2|14|mult|mult:-1.6093975613300e-01,-2.0482770815284e-03,4.2419951396992e-04,-6.1619723945282e-01,-5.2187550366133e+00,-1.5017404092346e+01
5             35|2|mult|38|7|div|mult:-9.1282725114616e-03,4.5744578055401e-02,5.7543444324049e+01,-1.7118569348206e+01,-8.0661423898943e-01,-1.8374196392836e-02
6             32|1|div|29|0|abd|mult:-1.4713645359885e+02,-2.0309733824219e+00,-4.3385323930409e+01,2.2673118530540e+01,-9.9305037823856e+00,-6.3206406247627e-02
7             34|2|mult|8|5|div|mult:7.8391148969123e-02,-7.4632234439471e+01,-2.9774734820304e+01,-2.7161074359780e+00,-7.3251670594811e-01,-6.0330607814897e-03
8             8|5|div|2|34|mult|mult:-1.0713996628074e+02,2.8893473254645e-02,6.9888619226658e-03,-7.3715696568924e-01,-8.3086057433853e+01,-2.7074057539617e+00
9             34|1|div|5|0|mult|mult:-1.0544780201382e+02,-5.0585019433049e+01,1.0514563093556e+02,-1.4455149886357e-01,-6.6887171796324e+00,-6.0837884241509e-02
10            42|5|div|34|2|mult|mult:1.3563871017850e+02,-5.0303454711921e-02,-7.3777432897835e-01,1.5092615218176e-03,-4.1681338934961e+01,-2.6675047776770e+00
11            40|5|div|35|2|mult|mult:2.1779991153631e+02,-1.0236870509765e-01,-8.3050279319117e-01,-3.3455586362579e-03,-3.3152710215858e+01,-2.6622001157476e+00
12            2|34|mult|8|5|div|mult:7.0857246383577e-02,-7.6753762720928e+01,-3.1314083434294e+01,-2.7155275539848e+00,-7.9050258025327e-03,-7.3256256579009e-01
13            40|5|div|2|35|mult|mult:1.9997006186605e+02,-9.1699425856499e-02,-3.7331852984657e-03,-8.3041385073138e-01,-3.3859832796297e+01,-2.6632561602684e+00
14            35|2|mult|8|5|div|mult:3.6545935254274e-02,-4.0383013558885e+01,-3.0371181871389e+01,-2.7184073836492e+00,-8.2137788710914e-01,-1.3303781243920e-02
15            2|33|mult|5|inv|mult:2.2253378017002e-01,7.6930750224546e+00,1.0000000000000e+00,-2.7108544997226e+00,-2.1863956330269e-02,-1.6475598246478e+00
16            2|5|div|5|28|mult|mult:-2.3719911457054e-03,-1.0566578939659e+02,8.7717640145573e+01,6.4054453270157e-01,-1.9573161162128e-02,-2.7343828571771e+00
17            41|5|div|2|35|mult|mult:1.9141830688541e+02,2.0205735833030e-02,-2.1128521386755e-02,-8.2374307353460e-01,7.7963676528421e+01,-2.7192960354123e+00
18            2|5|div|28|5|mult|mult:-2.7236721988285e-03,-9.4948597002825e+01,6.4768212973942e-01,7.7376787183033e+01,-1.8181674442004e-02,-2.7297936381119e+00
19            33|8|div|13|2|mult|mult:-3.5457194142636e-03,8.8692883889850e+00,1.1733282631218e+01,-7.1080204480458e-01,-1.2732766737412e+00,-1.6071559444796e+01
20            8|5|div|34|2|mult|mult:-1.6507762961717e+02,3.5742560966441e-02,-7.3464341688535e-01,-6.0972225871344e-03,-8.2802585277364e+01,-2.7107254035815e+00
21            2|35|mult|8|5|div|mult:4.2422884097737e-02,-7.2727652135865e+01,-4.0413060971501e+01,-2.7152823532653e+00,-1.3919464897226e-02,-8.2397486420006e-01
22            8|5|div|35|2|mult|mult:-1.1924232946903e+02,3.7166556517827e-02,-8.2400454571757e-01,-1.6497726485769e-02,-6.2265159189183e+01,-2.7144847220612e+00
23            34|1|div|28|0|mult|mult:-5.3532302756957e+01,-7.8872178620524e+00,1.0988740192935e+01,1.0174849620781e-01,-3.6972326414124e+00,-6.1395868139228e-02
24            34|1|div|0|28|mult|mult:-7.6115466185715e+01,-3.3184231293689e+01,1.1476430759626e+00,1.8377365818326e+01,-4.8728837199487e+00,-6.0380088501033e-02
25            2|5|div|12|28|mult|mult:-2.7421814201947e-03,-3.3067162507684e+01,-1.3182599818450e+02,-8.3745625767712e-01,-1.6361972467196e-02,-2.7196942505925e+00
26            28|cos|2|5|div|mult:3.2064331331821e-01,-3.0726035405371e-03,-1.9517554696586e-02,-2.7230206161538e+00,4.2014734077341e+00,-1.5203800652478e-02
27            2|28|mult|31|5|div|mult:-4.9854105448515e-04,1.7061498136449e+02,9.1455368626149e+02,-2.7091721116248e+00,-2.9817668921582e-02,-4.5464904862123e-01
