# FEAT_ID     Feature Postfix Expression (RPN)
0             6|2|div|27|7|div|add:6.4979520308015e-03,0.0000000000000e+00,-5.5888463595328e+03,-4.8348664130548e-02,6.8373723667935e+01,-2.6668306917404e+00
1             6|2|div|31|7|div|add:3.7302694747182e+00,0.0000000000000e+00,-9.9677110720869e+00,-4.8356826045721e-02,1.1012026159479e+02,-2.6663220720153e+00
2             6|2|div|26|7|div|add:3.2110597960554e+00,0.0000000000000e+00,-1.2077835666254e+01,-4.8336192973950e-02,5.3798351793883e+01,-2.6670045483127e+00
3             7|9|div|34|6|div|add:7.2782937816473e+00,0.0000000000000e+00,-4.9918595930088e+00,-5.3504656504096e+00,-5.1648934330453e+01,-1.5637219896104e+01
4             5|20|div|3|8|div|add:6.1506511503251e-02,0.0000000000000e+00,-9.4705931078893e+00,-1.7307962146568e+01,-2.6174827045436e+01,6.9784802529023e+00
5             20|5|add|39|2|div|add:3.7259732246228e-03,0.0000000000000e+00,2.9533699527824e+02,-2.6430226911758e+00,1.7870970847371e+00,0.0000000000000e+00
6             5|21|div|39|8|div|add:1.0634781463190e-01,0.0000000000000e+00,-3.9347004771883e+01,-1.6571497769204e+01,-1.7547622347435e+01,6.4734330665717e-01
7             21|5|add|1|9|div|add:2.9273703560256e-05,0.0000000000000e+00,5.5420782704685e+05,-1.4923505260052e+01,1.5043811597160e+00,0.0000000000000e+00
8             21|5|add|39|8|div|add:3.7548547923906e-01,0.0000000000000e+00,-2.2492273475724e+01,-1.6530316297028e+01,6.7393349449983e-01,0.0000000000000e+00
9             6|8|div|28|7|div|add:2.4517894977838e+00,0.0000000000000e+00,-2.0101690302526e+00,-4.8657118008262e-02,-1.0013286671049e+02,-1.7541801536605e+01
10            6|2|div|30|7|div|add:7.6857129161297e+01,0.0000000000000e+00,-8.0302064620878e-01,-4.8743808275041e-02,1.0285629816300e+02,-2.6664093194590e+00
