# FEAT_ID     Feature Postfix Expression (RPN)
0             20|5|add|24|8|div|sub:6.3720528897613e-01,0.0000000000000e+00,4.5039784127882e+01,-1.9402716345123e+01,6.3652962101160e-01,0.0000000000000e+00
1             20|5|mult|33|8|div|sub:5.2558357240973e+01,0.0000000000000e+00,4.7190087303948e+00,-1.9178362490009e+01,2.0064015168942e+00,1.1509788874268e+01
2             20|5|mult|32|2|div|sub:3.9013758984034e+01,0.0000000000000e+00,-1.7203113164102e+00,-2.6601570664164e+00,4.7997933725030e-01,6.3372389052749e+00
3             21|5|mult|31|27|div|sub:1.6467379680935e+00,0.0000000000000e+00,-2.5243934231054e-01,-1.8371842644377e-01,2.0870447453556e+00,1.2655860582522e+01
4             20|5|mult|39|8|div|add:1.2844066155388e-04,0.0000000000000e+00,1.5531936365250e+05,-1.7468634904394e+01,2.2806109582774e+00,5.6946701257802e+00
5             7|9|div|43|4|div|add:3.7907266851322e-01,0.0000000000000e+00,-8.9778520322718e+01,-3.5754941153097e+01,2.9901335810645e+01,-1.4943698321497e+01
6             26|5|add|11|9|div|add:9.2765896000132e-01,0.0000000000000e+00,5.5161931624527e+00,-1.4765703535082e+01,3.1875366383661e-01,0.0000000000000e+00
7             5|20|div|43|33|div|add:4.0526645842358e-04,0.0000000000000e+00,-4.4327174191722e+00,-1.7961807023654e+00,-3.2329896133810e+00,-5.7125452272255e+00
8             6|4|mult|40|14|div|sub:3.7583649018971e+01,0.0000000000000e+00,-1.6090644634213e+01,-1.1282022222776e+00,-3.5637506021886e+01,-2.5997533120298e+00
9             20|5|mult|21|8|div|sub:1.5434799043440e+02,0.0000000000000e+00,-8.2444854742163e+00,-1.7416932343117e+01,8.7032691560153e-01,1.2921065497778e+01
10            20|5|mult|2|8|div|add:1.1691994301340e-02,0.0000000000000e+00,-2.8314996944440e+04,-1.9076648380148e+01,2.1560055134981e+00,1.0709085786339e+01
11            12|4|div|7|8|div|sub:8.0735659483505e-01,0.0000000000000e+00,6.8854121132568e+01,-1.6797214573936e+01,3.4546269462216e+00,-3.5295124122541e+01
12            20|5|add|10|8|div|add:6.5861861368344e-03,0.0000000000000e+00,-1.3493196951883e+01,-1.7554998760423e+01,9.6537439607701e-01,0.0000000000000e+00
13            20|5|add|3|8|div|add:1.1062816959102e+00,0.0000000000000e+00,-5.7184098185583e+01,-1.9212311290115e+01,1.0180956101700e+00,0.0000000000000e+00
14            20|5|add|9|inv|add:1.3082203404643e+00,0.0000000000000e+00,1.0000000000000e+00,-1.5257654749813e+01,1.0343894436620e+00,0.0000000000000e+00
15            21|5|mult|14|9|div|add:1.9425746702658e+03,0.0000000000000e+00,-1.4202962709174e+00,-1.7824254538412e+01,2.3377575907540e+00,1.5642961455204e+01
16            6|9|div|39|4|div|sub:5.6886128888154e+01,0.0000000000000e+00,-1.9302927900718e+00,-3.6008968544127e+01,2.6524282183469e+03,-1.4871676241027e+01
